"時点","地域コード","地域","（季節調整値）有効求人倍率【倍】","注記"
"2019年5月","23000","愛知県","1.99",""
"2019年6月","23000","愛知県","1.99",""
"2019年7月","23000","愛知県","1.98",""
"2019年8月","23000","愛知県","1.96",""
"2019年9月","23000","愛知県","1.91",""
"2019年10月","23000","愛知県","1.88",""
"2019年11月","23000","愛知県","1.82",""
"2019年12月","23000","愛知県","1.75",""
"2020年1月","23000","愛知県","1.66",""
"2020年2月","23000","愛知県","1.55",""
"2020年3月","23000","愛知県","1.48",""
"2020年4月","23000","愛知県","1.43",""
"2020年5月","23000","愛知県","1.29",""
"2020年6月","23000","愛知県","1.17",""
"2020年7月","23000","愛知県","1.10",""
"2020年8月","23000","愛知県","1.05",""
"2020年9月","23000","愛知県","1.03",""
"2020年10月","23000","愛知県","1.01",""
"2020年11月","23000","愛知県","1.00",""
"2020年12月","23000","愛知県","0.99",""
"2021年1月","23000","愛知県","1.03",""
"2021年2月","23000","愛知県","1.09",""
"2021年3月","23000","愛知県","1.09",""
"2021年4月","23000","愛知県","1.12",""
"2021年5月","23000","愛知県","1.16",""
"2021年6月","23000","愛知県","1.20",""
"2021年7月","23000","愛知県","1.26",""
"1963年1月","24000","三重県","0.67",""
"1963年2月","24000","三重県","0.62",""
"1963年3月","24000","三重県","0.62",""
"1963年4月","24000","三重県","0.62",""
"1963年5月","24000","三重県","0.82",""
"1963年6月","24000","三重県","2.13",""
"1963年7月","24000","三重県","0.99",""
"1963年8月","24000","三重県","1.13",""
"1963年9月","24000","三重県","1.03",""
"1963年10月","24000","三重県","1.06",""
"1963年11月","24000","三重県","1.08",""
"1963年12月","24000","三重県","0.94",""
"1964年1月","24000","三重県","0.92",""
"1964年2月","24000","三重県","0.88",""
"1964年3月","24000","三重県","0.96",""
"1964年4月","24000","三重県","0.97",""
"1964年5月","24000","三重県","0.99",""
"1964年6月","24000","三重県","1.16",""
"1964年7月","24000","三重県","1.07",""
"1964年8月","24000","三重県","0.99",""
"1964年9月","24000","三重県","1.13",""
"1964年10月","24000","三重県","0.99",""
"1964年11月","24000","三重県","1.00",""
"1964年12月","24000","三重県","1.20",""
"1965年1月","24000","三重県","1.04",""
"1965年2月","24000","三重県","1.04",""
"1965年3月","24000","三重県","1.00",""
"1965年4月","24000","三重県","0.90",""
"1965年5月","24000","三重県","0.84",""
"1965年6月","24000","三重県","0.81",""
"1965年7月","24000","三重県","0.86",""
"1965年8月","24000","三重県","0.77",""
"1965年9月","24000","三重県","0.72",""
"1965年10月","24000","三重県","0.75",""
"1965年11月","24000","三重県","0.69",""
"1965年12月","24000","三重県","0.59",""
"1966年1月","24000","三重県","0.77",""
"1966年2月","24000","三重県","0.81",""
"1966年3月","24000","三重県","0.79",""
"1966年4月","24000","三重県","0.83",""
"1966年5月","24000","三重県","0.78",""
"1966年6月","24000","三重県","0.78",""
"1966年7月","24000","三重県","0.76",""
"1966年8月","24000","三重県","0.82",""
"1966年9月","24000","三重県","0.87",""
"1966年10月","24000","三重県","0.87",""
"1966年11月","24000","三重県","0.87",""
"1966年12月","24000","三重県","0.88",""
"1967年1月","24000","三重県","0.96",""
"1967年2月","24000","三重県","0.96",""
"1967年3月","24000","三重県","0.94",""
"1967年4月","24000","三重県","0.99",""
"1967年5月","24000","三重県","1.17",""
"1967年6月","24000","三重県","1.11",""
"1967年7月","24000","三重県","1.22",""
"1967年8月","24000","三重県","1.31",""
"1967年9月","24000","三重県","1.29",""
"1967年10月","24000","三重県","1.31",""
"1967年11月","24000","三重県","1.43",""
"1967年12月","24000","三重県","1.44",""
"1968年1月","24000","三重県","1.52",""
"1968年2月","24000","三重県","1.31",""
"1968年3月","24000","三重県","1.40",""
"1968年4月","24000","三重県","1.52",""
"1968年5月","24000","三重県","1.51",""
"1968年6月","24000","三重県","1.43",""
"1968年7月","24000","三重県","1.45",""
"1968年8月","24000","三重県","1.54",""
"1968年9月","24000","三重県","1.59",""
"1968年10月","24000","三重県","1.57",""
"1968年11月","24000","三重県","1.63",""
"1968年12月","24000","三重県","1.63",""
"1969年1月","24000","三重県","1.49",""
"1969年2月","24000","三重県","1.56",""
"1969年3月","24000","三重県","1.72",""
"1969年4月","24000","三重県","1.79",""
"1969年5月","24000","三重県","1.83",""
"1969年6月","24000","三重県","1.93",""
"1969年7月","24000","三重県","1.93",""
"1969年8月","24000","三重県","1.84",""
"1969年9月","24000","三重県","1.57",""
"1969年10月","24000","三重県","1.88",""
"1969年11月","24000","三重県","1.65",""
"1969年12月","24000","三重県","1.95",""
"1970年1月","24000","三重県","2.07",""
"1970年2月","24000","三重県","2.24",""
"1970年3月","24000","三重県","2.27",""
"1970年4月","24000","三重県","2.04",""
"1970年5月","24000","三重県","2.21",""
"1970年6月","24000","三重県","2.28",""
"1970年7月","24000","三重県","1.97",""
"1970年8月","24000","三重県","2.11",""
"1970年9月","24000","三重県","2.37",""
"1970年10月","24000","三重県","2.18",""
"1970年11月","24000","三重県","2.15",""
"1970年12月","24000","三重県","1.98",""
"1971年1月","24000","三重県","2.10",""
"1971年2月","24000","三重県","2.11",""
"1971年3月","24000","三重県","1.96",""
"1971年4月","24000","三重県","2.16",""
"1971年5月","24000","三重県","1.97",""
"1971年6月","24000","三重県","2.07",""
"1971年7月","24000","三重県","2.28",""
"1971年8月","24000","三重県","2.30",""
"1971年9月","24000","三重県","2.23",""
"1971年10月","24000","三重県","2.22",""
"1971年11月","24000","三重県","2.02",""
"1971年12月","24000","三重県","2.21",""
"1972年1月","24000","三重県","1.93",""
"1972年2月","24000","三重県","2.03",""
"1972年3月","24000","三重県","2.07",""
"1972年4月","24000","三重県","1.83",""
"1972年5月","24000","三重県","1.85",""
"1972年6月","24000","三重県","1.81",""
"1972年7月","24000","三重県","1.97",""
"1972年8月","24000","三重県","1.97",""
"1972年9月","24000","三重県","2.12",""
"1972年10月","24000","三重県","2.27",""
"1972年11月","24000","三重県","2.26",""
"1972年12月","24000","三重県","2.54",""
"1973年1月","24000","三重県","2.77",""
"1973年2月","24000","三重県","2.95",""
"1973年3月","24000","三重県","3.03",""
"1973年4月","24000","三重県","3.33",""
"1973年5月","24000","三重県","3.20",""
"1973年6月","24000","三重県","3.47",""
"1973年7月","24000","三重県","3.52",""
"1973年8月","24000","三重県","3.66",""
"1973年9月","24000","三重県","3.49",""
"1973年10月","24000","三重県","3.33",""
"1973年11月","24000","三重県","3.82",""
"1973年12月","24000","三重県","3.89",""
"1974年1月","24000","三重県","3.36",""
"1974年2月","24000","三重県","3.06",""
"1974年3月","24000","三重県","3.00",""
"1974年4月","24000","三重県","3.03",""
"1974年5月","24000","三重県","3.08",""
"1974年6月","24000","三重県","3.06",""
"1974年7月","24000","三重県","2.50",""
"1974年8月","24000","三重県","2.21",""
"1974年9月","24000","三重県","1.90",""
"1974年10月","24000","三重県","1.59",""
"1974年11月","24000","三重県","1.37",""
"1974年12月","24000","三重県","1.03",""
"1975年1月","24000","三重県","1.00",""
"1975年2月","24000","三重県","0.76",""
"1975年3月","24000","三重県","0.71",""
"1975年4月","24000","三重県","0.61",""
"1975年5月","24000","三重県","0.57",""
"1975年6月","24000","三重県","0.57",""
"1975年7月","24000","三重県","0.55",""
"1975年8月","24000","三重県","0.59",""
"1975年9月","24000","三重県","0.65",""
"1975年10月","24000","三重県","0.63",""
"1975年11月","24000","三重県","0.57",""
"1975年12月","24000","三重県","0.57",""
"1976年1月","24000","三重県","0.60",""
"1976年2月","24000","三重県","0.65",""
"1976年3月","24000","三重県","0.70",""
"1976年4月","24000","三重県","0.67",""
"1976年5月","24000","三重県","0.70",""
"1976年6月","24000","三重県","0.67",""
"1976年7月","24000","三重県","0.68",""
"1976年8月","24000","三重県","0.62",""
"1976年9月","24000","三重県","0.63",""
"1976年10月","24000","三重県","0.62",""
"1976年11月","24000","三重県","0.67",""
"1976年12月","24000","三重県","0.73",""
"1977年1月","24000","三重県","0.73",""
"1977年2月","24000","三重県","0.68",""
"1977年3月","24000","三重県","0.66",""
"1977年4月","24000","三重県","0.64",""
"1977年5月","24000","三重県","0.62",""
"1977年6月","24000","三重県","0.59",""
"1977年7月","24000","三重県","0.58",""
"1977年8月","24000","三重県","0.55",""
"1977年9月","24000","三重県","0.56",""
"1977年10月","24000","三重県","0.59",""
"1977年11月","24000","三重県","0.59",""
"1977年12月","24000","三重県","0.57",""
"1978年1月","24000","三重県","0.58",""
"1978年2月","24000","三重県","0.60",""
"1978年3月","24000","三重県","0.61",""
"1978年4月","24000","三重県","0.58",""
"1978年5月","24000","三重県","0.57",""
"1978年6月","24000","三重県","0.58",""
"1978年7月","24000","三重県","0.55",""
"1978年8月","24000","三重県","0.62",""
"1978年9月","24000","三重県","0.64",""
"1978年10月","24000","三重県","0.60",""
"1978年11月","24000","三重県","0.61",""
"1978年12月","24000","三重県","0.57",""
"1979年1月","24000","三重県","0.56",""
"1979年2月","24000","三重県","0.56",""
"1979年3月","24000","三重県","0.58",""
"1979年4月","24000","三重県","0.62",""
"1979年5月","24000","三重県","0.62",""
"1979年6月","24000","三重県","0.66",""
"1979年7月","24000","三重県","0.70",""
"1979年8月","24000","三重県","0.74",""
"1979年9月","24000","三重県","0.71",""
"1979年10月","24000","三重県","0.72",""
"1979年11月","24000","三重県","0.70",""
"1979年12月","24000","三重県","0.75",""
"1980年1月","24000","三重県","0.74",""
"1980年2月","24000","三重県","0.80",""
"1980年3月","24000","三重県","0.84",""
"1980年4月","24000","三重県","0.87",""
"1980年5月","24000","三重県","0.85",""
"1980年6月","24000","三重県","0.94",""
"1980年7月","24000","三重県","0.83",""
"1980年8月","24000","三重県","0.81",""
"1980年9月","24000","三重県","0.75",""
"1980年10月","24000","三重県","0.83",""
"1980年11月","24000","三重県","0.85",""
"1980年12月","24000","三重県","0.80",""
"1981年1月","24000","三重県","0.77",""
"1981年2月","24000","三重県","0.73",""
"1981年3月","24000","三重県","0.73",""
"1981年4月","24000","三重県","0.73",""
"1981年5月","24000","三重県","0.69",""
"1981年6月","24000","三重県","0.71",""
"1981年7月","24000","三重県","0.73",""
"1981年8月","24000","三重県","0.76",""
"1981年9月","24000","三重県","0.73",""
"1981年10月","24000","三重県","0.71",""
"1981年11月","24000","三重県","0.69",""
"1981年12月","24000","三重県","0.76",""
"1982年1月","24000","三重県","0.74",""
"1982年2月","24000","三重県","0.71",""
"1982年3月","24000","三重県","0.68",""
"1982年4月","24000","三重県","0.63",""
"1982年5月","24000","三重県","0.66",""
"1982年6月","24000","三重県","0.64",""
"1982年7月","24000","三重県","0.61",""
"1982年8月","24000","三重県","0.63",""
"1982年9月","24000","三重県","0.64",""
"1982年10月","24000","三重県","0.63",""
"1982年11月","24000","三重県","0.62",""
"1982年12月","24000","三重県","0.62",""
"1983年1月","24000","三重県","0.64",""
"1983年2月","24000","三重県","0.62",""
"1983年3月","24000","三重県","0.60",""
"1983年4月","24000","三重県","0.62",""
"1983年5月","24000","三重県","0.62",""
"1983年6月","24000","三重県","0.62",""
"1983年7月","24000","三重県","0.64",""
"1983年8月","24000","三重県","0.64",""
"1983年9月","24000","三重県","0.66",""
"1983年10月","24000","三重県","0.68",""
"1983年11月","24000","三重県","0.71",""
"1983年12月","24000","三重県","0.73",""
"1984年1月","24000","三重県","0.73",""
"1984年2月","24000","三重県","0.77",""
"1984年3月","24000","三重県","0.76",""
"1984年4月","24000","三重県","0.74",""
"1984年5月","24000","三重県","0.75",""
"1984年6月","24000","三重県","0.77",""
"1984年7月","24000","三重県","0.78",""
"1984年8月","24000","三重県","0.79",""
"1984年9月","24000","三重県","0.80",""
"1984年10月","24000","三重県","0.82",""
"1984年11月","24000","三重県","0.84",""
"1984年12月","24000","三重県","0.84",""
"1985年1月","24000","三重県","0.89",""
"1985年2月","24000","三重県","0.91",""
"1985年3月","24000","三重県","0.95",""
"1985年4月","24000","三重県","0.95",""
"1985年5月","24000","三重県","0.97",""
"1985年6月","24000","三重県","0.96",""
"1985年7月","24000","三重県","0.91",""
"1985年8月","24000","三重県","0.98",""
"1985年9月","24000","三重県","0.96",""
"1985年10月","24000","三重県","0.95",""
"1985年11月","24000","三重県","0.94",""
"1985年12月","24000","三重県","0.95",""
"1986年1月","24000","三重県","0.90",""
"1986年2月","24000","三重県","0.88",""
"1986年3月","24000","三重県","0.89",""
"1986年4月","24000","三重県","0.87",""
"1986年5月","24000","三重県","0.78",""
"1986年6月","24000","三重県","0.74",""
"1986年7月","24000","三重県","0.73",""
"1986年8月","24000","三重県","0.71",""
"1986年9月","24000","三重県","0.70",""
"1986年10月","24000","三重県","0.72",""
"1986年11月","24000","三重県","0.71",""
"1986年12月","24000","三重県","0.70",""
"1987年1月","24000","三重県","0.71",""
"1987年2月","24000","三重県","0.74",""
"1987年3月","24000","三重県","0.75",""
"1987年4月","24000","三重県","0.74",""
"1987年5月","24000","三重県","0.77",""
"1987年6月","24000","三重県","0.80",""
"1987年7月","24000","三重県","0.86",""
"1987年8月","24000","三重県","0.89",""
"1987年9月","24000","三重県","0.93",""
"1987年10月","24000","三重県","0.92",""
"1987年11月","24000","三重県","0.96",""
"1987年12月","24000","三重県","0.96",""
"1988年1月","24000","三重県","1.02",""
"1988年2月","24000","三重県","1.05",""
"1988年3月","24000","三重県","1.05",""
"1988年4月","24000","三重県","1.14",""
"1988年5月","24000","三重県","1.19",""
"1988年6月","24000","三重県","1.28",""
"1988年7月","24000","三重県","1.29",""
"1988年8月","24000","三重県","1.33",""
"1988年9月","24000","三重県","1.39",""
"1988年10月","24000","三重県","1.41",""
"1988年11月","24000","三重県","1.43",""
"1988年12月","24000","三重県","1.47",""
"1989年1月","24000","三重県","1.50",""
"1989年2月","24000","三重県","1.49",""
"1989年3月","24000","三重県","1.47",""
"1989年4月","24000","三重県","1.59",""
"1989年5月","24000","三重県","1.62",""
"1989年6月","24000","三重県","1.62",""
"1989年7月","24000","三重県","1.60",""
"1989年8月","24000","三重県","1.70",""
"1989年9月","24000","三重県","1.66",""
"1989年10月","24000","三重県","1.70",""
"1989年11月","24000","三重県","1.67",""
"1989年12月","24000","三重県","1.73",""
"1990年1月","24000","三重県","1.74",""
"1990年2月","24000","三重県","1.84",""
"1990年3月","24000","三重県","1.81",""
"1990年4月","24000","三重県","1.78",""
"1990年5月","24000","三重県","1.76",""
"1990年6月","24000","三重県","1.87",""
"1990年7月","24000","三重県","1.79",""
"1990年8月","24000","三重県","1.73",""
"1990年9月","24000","三重県","1.73",""
"1990年10月","24000","三重県","1.73",""
"1990年11月","24000","三重県","1.77",""
"1990年12月","24000","三重県","1.75",""
"1991年1月","24000","三重県","1.75",""
"1991年2月","24000","三重県","1.73",""
"1991年3月","24000","三重県","1.77",""
"1991年4月","24000","三重県","1.74",""
"1991年5月","24000","三重県","1.76",""
"1991年6月","24000","三重県","1.72",""
"1991年7月","24000","三重県","1.68",""
"1991年8月","24000","三重県","1.63",""
"1991年9月","24000","三重県","1.57",""
"1991年10月","24000","三重県","1.62",""
"1991年11月","24000","三重県","1.57",""
"1991年12月","24000","三重県","1.53",""
"1992年1月","24000","三重県","1.48",""
"1992年2月","24000","三重県","1.40",""
"1992年3月","24000","三重県","1.40",""
"1992年4月","24000","三重県","1.36",""
"1992年5月","24000","三重県","1.31",""
"1992年6月","24000","三重県","1.31",""
"1992年7月","24000","三重県","1.26",""
"1992年8月","24000","三重県","1.23",""
"1992年9月","24000","三重県","1.21",""
"1992年10月","24000","三重県","1.16",""
"1992年11月","24000","三重県","1.15",""
"1992年12月","24000","三重県","1.16",""
"1993年1月","24000","三重県","1.09",""
"1993年2月","24000","三重県","1.02",""
"1993年3月","24000","三重県","0.98",""
"1993年4月","24000","三重県","0.94",""
"1993年5月","24000","三重県","0.91",""
"1993年6月","24000","三重県","0.87",""
"1993年7月","24000","三重県","0.86",""
"1993年8月","24000","三重県","0.84",""
"1993年9月","24000","三重県","0.83",""
"1993年10月","24000","三重県","0.76",""
"1993年11月","24000","三重県","0.74",""
"1993年12月","24000","三重県","0.72",""
"1994年1月","24000","三重県","0.71",""
"1994年2月","24000","三重県","0.71",""
"1994年3月","24000","三重県","0.71",""
"1994年4月","24000","三重県","0.70",""
"1994年5月","24000","三重県","0.69",""
"1994年6月","24000","三重県","0.71",""
"1994年7月","24000","三重県","0.70",""
"1994年8月","24000","三重県","0.72",""
"1994年9月","24000","三重県","0.72",""
"1994年10月","24000","三重県","0.73",""
"1994年11月","24000","三重県","0.70",""
"1994年12月","24000","三重県","0.67",""
"1995年1月","24000","三重県","0.71",""
"1995年2月","24000","三重県","0.74",""
"1995年3月","24000","三重県","0.72",""
"1995年4月","24000","三重県","0.73",""
"1995年5月","24000","三重県","0.70",""
"1995年6月","24000","三重県","0.67",""
"1995年7月","24000","三重県","0.67",""
"1995年8月","24000","三重県","0.67",""
"1995年9月","24000","三重県","0.65",""
"1995年10月","24000","三重県","0.63",""
"1995年11月","24000","三重県","0.66",""
"1995年12月","24000","三重県","0.68",""
"1996年1月","24000","三重県","0.71",""
"1996年2月","24000","三重県","0.73",""
"1996年3月","24000","三重県","0.76",""
"1996年4月","24000","三重県","0.76",""
"1996年5月","24000","三重県","0.76",""
"1996年6月","24000","三重県","0.76",""
"1996年7月","24000","三重県","0.76",""
"1996年8月","24000","三重県","0.77",""
"1996年9月","24000","三重県","0.79",""
"1996年10月","24000","三重県","0.79",""
"1996年11月","24000","三重県","0.82",""
"1996年12月","24000","三重県","0.80",""
"1997年1月","24000","三重県","0.81",""
"1997年2月","24000","三重県","0.81",""
"1997年3月","24000","三重県","0.81",""
"1997年4月","24000","三重県","0.81",""
"1997年5月","24000","三重県","0.83",""
"1997年6月","24000","三重県","0.85",""
"1997年7月","24000","三重県","0.83",""
"1997年8月","24000","三重県","0.80",""
"1997年9月","24000","三重県","0.77",""
"1997年10月","24000","三重県","0.77",""
"1997年11月","24000","三重県","0.75",""
"1997年12月","24000","三重県","0.74",""
"1998年1月","24000","三重県","0.68",""
"1998年2月","24000","三重県","0.65",""
"1998年3月","24000","三重県","0.61",""
"1998年4月","24000","三重県","0.57",""
"1998年5月","24000","三重県","0.59",""
"1998年6月","24000","三重県","0.59",""
"1998年7月","24000","三重県","0.59",""
"1998年8月","24000","三重県","0.59",""
"1998年9月","24000","三重県","0.59",""
"1998年10月","24000","三重県","0.58",""
"1998年11月","24000","三重県","0.57",""
"1998年12月","24000","三重県","0.56",""
"1999年1月","24000","三重県","0.55",""
"1999年2月","24000","三重県","0.54",""
"1999年3月","24000","三重県","0.54",""
"1999年4月","24000","三重県","0.53",""
"1999年5月","24000","三重県","0.52",""
"1999年6月","24000","三重県","0.51",""
"1999年7月","24000","三重県","0.52",""
"1999年8月","24000","三重県","0.52",""
"1999年9月","24000","三重県","0.54",""
"1999年10月","24000","三重県","0.54",""
"1999年11月","24000","三重県","0.55",""
"1999年12月","24000","三重県","0.54",""
"2000年1月","24000","三重県","0.56",""
"2000年2月","24000","三重県","0.57",""
"2000年3月","24000","三重県","0.60",""
"2000年4月","24000","三重県","0.62",""
"2000年5月","24000","三重県","0.64",""
"2000年6月","24000","三重県","0.64",""
"2000年7月","24000","三重県","0.66",""
"2000年8月","24000","三重県","0.70",""
"2000年9月","24000","三重県","0.71",""
"2000年10月","24000","三重県","0.72",""
"2000年11月","24000","三重県","0.75",""
"2000年12月","24000","三重県","0.75",""
"2001年1月","24000","三重県","0.75",""
"2001年2月","24000","三重県","0.73",""
"2001年3月","24000","三重県","0.71",""
"2001年4月","24000","三重県","0.69",""
"2001年5月","24000","三重県","0.68",""
"2001年6月","24000","三重県","0.67",""
"2001年7月","24000","三重県","0.66",""
"2001年8月","24000","三重県","0.64",""
"2001年9月","24000","三重県","0.62",""
"2001年10月","24000","三重県","0.59",""
"2001年11月","24000","三重県","0.56",""
"2001年12月","24000","三重県","0.55",""
"2002年1月","24000","三重県","0.58",""
"2002年2月","24000","三重県","0.60",""
"2002年3月","24000","三重県","0.64",""
"2002年4月","24000","三重県","0.64",""
"2002年5月","24000","三重県","0.63",""
"2002年6月","24000","三重県","0.66",""
"2002年7月","24000","三重県","0.67",""
"2002年8月","24000","三重県","0.67",""
"2002年9月","24000","三重県","0.68",""
"2002年10月","24000","三重県","0.69",""
"2002年11月","24000","三重県","0.70",""
"2002年12月","24000","三重県","0.72",""
"2003年1月","24000","三重県","0.74",""
"2003年2月","24000","三重県","0.75",""
"2003年3月","24000","三重県","0.76",""
"2003年4月","24000","三重県","0.76",""
"2003年5月","24000","三重県","0.77",""
"2003年6月","24000","三重県","0.78",""
"2003年7月","24000","三重県","0.81",""
"2003年8月","24000","三重県","0.85",""
"2003年9月","24000","三重県","0.88",""
"2003年10月","24000","三重県","0.94",""
"2003年11月","24000","三重県","0.96",""
"2003年12月","24000","三重県","1.03",""
"2004年1月","24000","三重県","1.08",""
"2004年2月","24000","三重県","1.09",""
"2004年3月","24000","三重県","1.08",""
"2004年4月","24000","三重県","1.10",""
"2004年5月","24000","三重県","1.16",""
"2004年6月","24000","三重県","1.23",""
"2004年7月","24000","三重県","1.17",""
"2004年8月","24000","三重県","1.14",""
"2004年9月","24000","三重県","1.13",""
"2004年10月","24000","三重県","1.23",""
"2004年11月","24000","三重県","1.27",""
"2004年12月","24000","三重県","1.32",""
"2005年1月","24000","三重県","1.24",""
"2005年2月","24000","三重県","1.26",""
"2005年3月","24000","三重県","1.29",""
"2005年4月","24000","三重県","1.35",""
"2005年5月","24000","三重県","1.37",""
"2005年6月","24000","三重県","1.41",""
"2005年7月","24000","三重県","1.41",""
"2005年8月","24000","三重県","1.42",""
"2005年9月","24000","三重県","1.44",""
"2005年10月","24000","三重県","1.42",""
"2005年11月","24000","三重県","1.42",""
"2005年12月","24000","三重県","1.44",""
"2006年1月","24000","三重県","1.46",""
"2006年2月","24000","三重県","1.45",""
"2006年3月","24000","三重県","1.45",""
"2006年4月","24000","三重県","1.49",""
"2006年5月","24000","三重県","1.44",""
"2006年6月","24000","三重県","1.44",""
"2006年7月","24000","三重県","1.43",""
"2006年8月","24000","三重県","1.41",""
"2006年9月","24000","三重県","1.39",""
"2006年10月","24000","三重県","1.38",""
"2006年11月","24000","三重県","1.36",""
"2006年12月","24000","三重県","1.36",""
"2007年1月","24000","三重県","1.35",""
"2007年2月","24000","三重県","1.40",""
"2007年3月","24000","三重県","1.44",""
"2007年4月","24000","三重県","1.44",""
"2007年5月","24000","三重県","1.45",""
"2007年6月","24000","三重県","1.42",""
"2007年7月","24000","三重県","1.42",""
"2007年8月","24000","三重県","1.42",""
"2007年9月","24000","三重県","1.37",""
"2007年10月","24000","三重県","1.36",""
"2007年11月","24000","三重県","1.35",""
"2007年12月","24000","三重県","1.34",""
"2008年1月","24000","三重県","1.35",""
"2008年2月","24000","三重県","1.33",""
"2008年3月","24000","三重県","1.27",""
"2008年4月","24000","三重県","1.24",""
"2008年5月","24000","三重県","1.25",""
"2008年6月","24000","三重県","1.24",""
"2008年7月","24000","三重県","1.18",""
"2008年8月","24000","三重県","1.11",""
"2008年9月","24000","三重県","1.06",""
"2008年10月","24000","三重県","1.00",""
"2008年11月","24000","三重県","0.95",""
"2008年12月","24000","三重県","0.89",""
"2009年1月","24000","三重県","0.67",""
"2009年2月","24000","三重県","0.54",""
"2009年3月","24000","三重県","0.44",""
"2009年4月","24000","三重県","0.42",""
"2009年5月","24000","三重県","0.40",""
"2009年6月","24000","三重県","0.39",""
"2009年7月","24000","三重県","0.40",""
"2009年8月","24000","三重県","0.41",""
"2009年9月","24000","三重県","0.42",""
"2009年10月","24000","三重県","0.43",""
"2009年11月","24000","三重県","0.45",""
"2009年12月","24000","三重県","0.47",""
"2010年1月","24000","三重県","0.48",""
"2010年2月","24000","三重県","0.50",""
"2010年3月","24000","三重県","0.50",""
"2010年4月","24000","三重県","0.52",""
"2010年5月","24000","三重県","0.54",""
"2010年6月","24000","三重県","0.57",""
"2010年7月","24000","三重県","0.59",""
"2010年8月","24000","三重県","0.60",""
"2010年9月","24000","三重県","0.62",""
"2010年10月","24000","三重県","0.63",""
"2010年11月","24000","三重県","0.64",""
"2010年12月","24000","三重県","0.66",""
"2011年1月","24000","三重県","0.68",""
"2011年2月","24000","三重県","0.71",""
"2011年3月","24000","三重県","0.70",""
"2011年4月","24000","三重県","0.67",""
"2011年5月","24000","三重県","0.64",""
"2011年6月","24000","三重県","0.64",""
"2011年7月","24000","三重県","0.68",""
"2011年8月","24000","三重県","0.72",""
"2011年9月","24000","三重県","0.75",""
"2011年10月","24000","三重県","0.77",""
"2011年11月","24000","三重県","0.79",""
"2011年12月","24000","三重県","0.80",""
"2012年1月","24000","三重県","0.82",""
"2012年2月","24000","三重県","0.86",""
"2012年3月","24000","三重県","0.88",""
"2012年4月","24000","三重県","0.90",""
"2012年5月","24000","三重県","0.91",""
"2012年6月","24000","三重県","0.92",""
"2012年7月","24000","三重県","0.92",""
"2012年8月","24000","三重県","0.90",""
"2012年9月","24000","三重県","0.89",""
"2012年10月","24000","三重県","0.88",""
"2012年11月","24000","三重県","0.87",""
"2012年12月","24000","三重県","0.87",""
"2013年1月","24000","三重県","0.89",""
"2013年2月","24000","三重県","0.90",""
"2013年3月","24000","三重県","0.93",""
"2013年4月","24000","三重県","0.95",""
"2013年5月","24000","三重県","0.99",""
"2013年6月","24000","三重県","1.01",""
"2013年7月","24000","三重県","1.05",""
"2013年8月","24000","三重県","1.09",""
"2013年9月","24000","三重県","1.10",""
"2013年10月","24000","三重県","1.13",""
"2013年11月","24000","三重県","1.15",""
"2013年12月","24000","三重県","1.17",""
"2014年1月","24000","三重県","1.18",""
"2014年2月","24000","三重県","1.19",""
"2014年3月","24000","三重県","1.21",""
"2014年4月","24000","三重県","1.23",""
"2014年5月","24000","三重県","1.23",""
"2014年6月","24000","三重県","1.22",""
"2014年7月","24000","三重県","1.20",""
"2014年8月","24000","三重県","1.18",""
"2014年9月","24000","三重県","1.18",""
"2014年10月","24000","三重県","1.20",""
"2014年11月","24000","三重県","1.23",""
"2014年12月","24000","三重県","1.27",""
"2015年1月","24000","三重県","1.29",""
"2015年2月","24000","三重県","1.31",""
"2015年3月","24000","三重県","1.29",""
"2015年4月","24000","三重県","1.28",""
"2015年5月","24000","三重県","1.28",""
"2015年6月","24000","三重県","1.29",""
"2015年7月","24000","三重県","1.29",""
"2015年8月","24000","三重県","1.31",""
"2015年9月","24000","三重県","1.31",""
"2015年10月","24000","三重県","1.31",""
"2015年11月","24000","三重県","1.35",""
"2015年12月","24000","三重県","1.35",""
"2016年1月","24000","三重県","1.36",""
"2016年2月","24000","三重県","1.37",""
"2016年3月","24000","三重県","1.37",""
"2016年4月","24000","三重県","1.38",""
"2016年5月","24000","三重県","1.39",""
"2016年6月","24000","三重県","1.40",""
"2016年7月","24000","三重県","1.44",""
"2016年8月","24000","三重県","1.45",""
"2016年9月","24000","三重県","1.47",""
"2016年10月","24000","三重県","1.46",""
"2016年11月","24000","三重県","1.47",""
"2016年12月","24000","三重県","1.50",""
"2017年1月","24000","三重県","1.48",""
"2017年2月","24000","三重県","1.49",""
"2017年3月","24000","三重県","1.48",""
"2017年4月","24000","三重県","1.54",""
"2017年5月","24000","三重県","1.60",""
"2017年6月","24000","三重県","1.65",""
"2017年7月","24000","三重県","1.63",""
"2017年8月","24000","三重県","1.63",""
"2017年9月","24000","三重県","1.64",""
"2017年10月","24000","三重県","1.69",""
"2017年11月","24000","三重県","1.68",""
"2017年12月","24000","三重県","1.68",""
"2018年1月","24000","三重県","1.66",""
"2018年2月","24000","三重県","1.70",""
"2018年3月","24000","三重県","1.72",""
"2018年4月","24000","三重県","1.70",""
"2018年5月","24000","三重県","1.69",""
"2018年6月","24000","三重県","1.74",""
"2018年7月","24000","三重県","1.70",""
"2018年8月","24000","三重県","1.72",""
"2018年9月","24000","三重県","1.73",""
